,État,Marque,Date,nom,Prix,Description,keep,cat
179,TRÈS BON ÉTAT,NINTENDO,2022-04-09,"LOT WINX CLUB 2006, SECRET AGENT BARBIE & GROOVY GAMES 2002 ET DOGZ 2006 SUR GBA",17.99,"WINX CLUB SUR GBA EST UN JEU D'AVENTURE TIRÉ DE LA SÉRIE ANIMÉE DESTINÉE AUX JEUNES FILLES. ENDOSSEZ LE RÔLE DE BLOOM, UNE JEUNE TERRIENNE DE 16 ANS QUI DÉCOUVRE QU'ELLE EST DOTÉE DE POUVOIRS MAGIQUES. RENCONTREZ SES AMIES FÉES STELLA, FLORA, TECNA ET MUSA ET LIVREZ-VOUS À UNE BATAILLE SANS MERCI CONTRE LES SORCIÈRES DU MAL !

C'EST LA PANIQUE EN ANGLETERRE, EN CHINE, EN ITALIE ET AU MEXIQUE. DES BIJOUX DE LA PLUS GRANDE VALEUR ONT DISPARU. DANS LE JEU DE PLATES-FORMES SECRET AGENT BARBIE SUR GAMEBOY ADVANCE, LA POUPÉE BARBIE SE LANCE À LA POURSUITE DU VOLEUR ET DEVRA DÉCOUVRIR POURQUOI LES PIERRES PRÉCIEUSES ONT ÉTÉ DÉROBÉES.

BARBIE GROOVY GAMES SUR GAMEBOY ADVANCE VOUS PERMET DE VOUS AMUSER AVEC LA CÉLÈBRE POUPÉE MANNEQUIN. C'EST UNE COMPILATION DE 6 MINI-JEUX COLORÉS INSPIRÉS DU MORPION OU DU MEMORY. IL Y A AUSSI UN JEU DE RYTHME ET UN PUZZLE-GAME POUR PASSER LE TEMPS.

DOGZ SUR GAMEBOY ADVANCE VOUS ÉLOIGNE DU CONCEPT DU BABY-SITTING ANIMALIER ET VOUS VOUS RETROUVEZ DIRECTEMENT DANS LA PEAU D'UNE PETITE BÊTE À QUATRE PATTES POUR UNE AVENTURE AUX ALLURES DE CONTE DE FÉE. RETROUVEZ LE CHAPEAU MAGIQUE QUI MAINTIENT L'ORDRE AU PAYS DES CANIDÉS ET PARTICIPEZ À DES MINI-JEUX QUI S'INTÈGRENT DIRECTEMENT À LA TRAME PRINCIPALE.

• TRÈS BON ÉTAT, BOÎTES MANQUANTES.

• MODE D'EMPLOI INCLUS POUR DOGZ, MANQUANTS POUR LES DEUX AUTRES.

• POSSIBILITÉ DE VENDRE SÉPARÉMENT CHACUN DES JEUX.

#LOLO121296JEUX #JEUX #VIDÉOS #JEUXVIDÉOS #WINXCLUB #WINX #BARBIE #SECRETAGENTBARBIE #SECRET #AGENT #BARBIE #BARBIEGROOVYGAMES #GROOVY #GAMES #DOGZ #GAMEBOYADVANCE #GBA #TRÈS #BON #ÉTAT #RPG #2006 #2002 #SIMULATEUR #LOT #LOTJEUX #LOTJEUXVIDÉOS",False,Undefined
180,TRÈS BON ÉTAT,H&M,2022-04-09,DÉBARDEUR CÔTELÉ GRIS COURT À BOUTONS H&M TRÈS BON ÉTAT XS,3.99,"DÉBARDEUR CÔTELÉ GRIS COURT À BOUTONS H&M

• TAILLE XS / 34 / 6

• TRÈS BON ÉTAT, JAMAIS PORTÉ

• BOUTONS PRESSIONS SUR LE DEVANT

• MATIÈRE INCONNUE CAR ÉTIQUETTE COUPÉE

#H&M #DIVIDED #DÉBARDEUR #GRIS #CÔTELÉ #COURT #À #BOUTONS #LOLO121296VÊTEMENTS #XS #34 #TRÈS #BON #ÉTAT",False,FastFashion
181,TRÈS BON ÉTAT,PLAYSTATION,2022-04-09,METAL GEAR SOLID 3 : SNAKE EATER 2005 SUR PLAYSTATION 2,9.99,"MGS3 SORTI SUR PS2 SE DÉROULE AVANT LES AUTRES ÉPISODES DE LA SAGA. SUR FOND DE GUERRE FROIDE, LE JOUEUR Y INCARNE NAKED SNAKE ET DOIT INFILTRER LE TERRITOIRE RUSSE POUR RAPATRIER UN SCIENTIFIQUE. EXPLORANT LA JUNGLE, LES MONTAGNES ET AUTRES COMPLEXES MILITAIRES, SNAKE A À SA DISPOSITION TOUT UN PANEL D'ARMES ET DE GADGETS. OUTRE CES PHASES D'INFILTRATION/ACTION, LE TRAVAIL ET LA PRÉSENCE DES SCÉNARISTES RELÈVENT DES PLUS GRANDES MONTURES HOLLYWOODIENNES.

• TRÈS BON ÉTAT, BOÎTE JUSTE UN PEU VIEILLIE PAR LE TEMPS.

• QUELQUES RAYURES SUR LE CD, MAIS JEU FONCTIONNEL ET TESTÉ.

• MODE D'EMPLOI INCLUS.

• DANS SA BOÎTE D'ORIGINE.

#LOLO121296JEUX #JEUX #VIDÉOS #JEUXVIDÉOS #METALGEAR #METAL #GEAR #SNAKEEATER #SNAKE #EATER #METALGEARSOLID3SNAKEEATER #METALGEARSOLID3 #METALGEARSOLID #3 #PLAYSTATION2 #PLAYSTATION #2 #TRÈS #BON #ÉTAT #RPG #SIMULATEUR #ACTION #TACTIQUE #JEUX2005",False,Undefined
182,TRÈS BON ÉTAT,VINTAGE,2022-04-07,T-SHIRT OXBOW VINTAGE,10.0,"T-SHIRT VINTAGE DE MARQUE OXBOW EN EXCELLENT ÉTAT EN TAILLE M 

#TSHIRT #TSHIRTOXBOW #OXBOW #TSHIRTOXBOWVINTAGE #TSHIRTVINTAGE #VINTAGE #VINTAGESTYLE #VINTAGELOOK #VINTAGECLOTHING",True,Undefined
183,TRÈS BON ÉTAT,RALPH LAUREN,2022-04-02,T-SHIRT RALPH LAUREN,28.0,"T-SHIRT RALPH LAUREN

-》TAILLE L
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN 24/48 H MAXIMUM 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#RALPHLAUREN",True,Fashion
184,NEUF AVEC ÉTIQUETTE,TOMMY HILFIGER,2022-04-06,T-SHIRT TOMMY HILFIGER,34.5,MAAT: L,True,FastFashion
185,NEUF AVEC ÉTIQUETTE,UNITED BY BLUE,2022-04-02,T-SHIRT UNITED BY BLUE,25.0,"T-SHIRT UNITED BY BLUE
TAILLE XL
NEUF AVEC ÉTIQUETTE",True,Undefined
186,NEUF SANS ÉTIQUETTE,KENZO,2022-04-06,POLO T-SHIRT KENZO ORIGINALE - TG M,39.0,"ORIGINALE ACQUISTATA IN BOUTIQUE A MILANO DUOMO
COTONE 100%
COLORE BIANCO
LEONE RICAMATO SUL PETTO IN EVIDENZA

PREZZO DI ACQUISTO NUOVA: 107?
CONDIZIONI PERFETTE",True,UltraFashion
187,TRÈS BON ÉTAT,H&M,2022-04-09,T-SHIRT MET PRINT,1.0,NOOIT GEDRAGEN,True,FastFashion
188,NEUF SANS ÉTIQUETTE,ORIGINAL MARINES,2022-04-09,T-SHIRT VINTAGE VACANCES COCKTAIL M,5.0,"NEUF, JAMAIS PORTÉ 
EFFET VINTAGE SUR L'IMPRIMÉ 
TAILLE M",True,Undefined
189,BON ÉTAT,ADIDAS ORIGINALS,2022-04-03,T-SHIRT ADIDAS ORIGINALS,5.0,"BON ÉTAT, LOGO UN PEU ABÎMÉ",True,FastFashion
190,TRÈS BON ÉTAT,DESIGUAL,2022-04-06,MAGNIFIQUE T SHIRT DISCO,5.0,"TRÈS BON ÉTAT 
TRÈS BONNE TENUE",True,Undefined
191,TRÈS BON ÉTAT,DISNEY,2022-03-22,T-SHIRT DISNEY BAMBI,6.0,"TRÈS BON ETAT
MATIÈRE FLUIDE TRÈS AGREABLE",True,Undefined
192,NEUF AVEC ÉTIQUETTE,PEPE JEANS,2022-04-09,T SHIRT PEPE JEANS GRIS,15.0,NEUF JAMAIS PORTÉ,True,FastFashion
193,TRÈS BON ÉTAT,BALR.,2022-03-31,BALR. T-SHIRT,10.0,ZIET ER NOG PERFECT UIT! AMPER GEDRAGEN.,True,Undefined
194,NEUF AVEC ÉTIQUETTE,ELLESSE,2022-04-06,T-SHIRT ELLESSE,20.0,T-SHIRT ELLESSE TAILLE XL NOIR ET ROSE PÂLE,True,FastFashion
195,NEUF AVEC ÉTIQUETTE,GUESS,2022-04-02,T-SHIRT GUESS,25.0,T-SHIRT GUESS,True,Undefined
196,TRÈS BON ÉTAT,DOLCE & GABBANA,2022-04-09,T-SHIRT BY DOLCE&GABBANA,35.0,"*CLAUDIA*
D&G BY DOLCE&GABBANA T-SHIRT
PHOTO BY MARIO TESTINO
SIZE: 50
A= 50CM (WIDTH)
B= 70CM (LENGTH)
HOW -HOT- IS SHE, EH THIS SHIRT.",True,UltraFashion
197,NEUF AVEC ÉTIQUETTE,LEVI'S,2022-04-07,STUPENDA T-SHIRT LEVIS NUOVA,19.99,"•PRODOTTO ORIGINALE 
•PRODOTTO NUOVO CON CARTELLINO E CONFEZIONE 
•SPEDIZIONE IMMEDIATA 
#ITALY #ITALIA #FRANCE #SPAIN #LEVIS #LEVISVINTAGE #VINTAGE #MADEINITALY #SPORTSWEAR",True,FastFashion
198,TRÈS BON ÉTAT,TOMMY HILFIGER,2022-04-07,T-SHIRT TOMMY HILFIGER,12.0,WORN 3 TIMES AND GOOD QUALITY! IT IS A NICE FABRIC FOR THE SUMMER!,True,FastFashion
199,TRÈS BON ÉTAT,VINTAGE,2022-04-03,T-SHIRT VINTAGE,28.0,"T-SHIRT VINTAGE

-》TAILLE S
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN MOINS DE 24H 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE 
#VINTAGE",True,Undefined
200,BON ÉTAT,TOMMY JEANS,2022-04-03,T-SHIRT IMPRIMÉ TOMMY JEANS,10.0,"TRÈS BON ÉTAT, JUSTE UNE TACHE QUI EST PEU VOYANTE",True,FastFashion
201,TRÈS BON ÉTAT,SCOTCH & SODA,2022-04-09,T-SHIRT SCOTCH & SODA,10.0,"STAAT MAAT 16 IN, PAST MET XS/S/KLEINE M",True,Undefined
202,TRÈS BON ÉTAT,VINTAGE,2022-04-04,T-SHIRT TIE & DYE MULTICOLORE,19.0,"T-SHIRT TIE & DYE MULTICOLORE

TAILLE : M


MESURES À PLAT : 

- LONGUEUR : 65CM
- ÉPAULE À ÉPAULE : 43CM
- AISSELLE À AISSELLE : 45CM








TIED-11


#TSHIRT #ETE #SUMMER #TSHIRTETE #TSHIRTSUMMER #TENDANCE #TSHIRTTENDANCE #VINTAGE #TIEDYE #TSHIRTTIEDYE #BF_TIEDYE #FASHION #MODE",True,Undefined
203,TRÈS BON ÉTAT,BLEU BONHEUR,2022-03-26,T SHIRT DROIT BLEU BONHEUR T42 /44 CORAIL MANCHES 3/4,5.0,"EFFET BICOLORE SUPERPOSITION, MATIÈRE FLUIDE VISCOSE ET ELASTHANE, T42 /44",True,Undefined
204,TRÈS BON ÉTAT,TOMMY HILFIGER,2022-04-09,T SHIRT TOMMY HILFIGER,18.0,"1 KEER GEDRAGEN, IN ZEER GOEDE STAAT",True,FastFashion
205,NEUF SANS ÉTIQUETTE,VINTAGE,2022-04-06,VINTAGE Y2K T-SHIRT DIGITAL PRINT BABY TEE,30.0,"BOUGHT IN A SMALL VINTAGE DESIGN STORE IN BERLIN 
SIZE M

#VINTAGE #Y2K #RETRO #PSYCHEDELIC #70S #80S #2000S #00S #Y2KSTYLE #ALTERNATIVE #90S #BAGGY #FASHION #ALT #LAYERED #DECONSTRUCTED #DIGITAL #CARGO #THIRT #BABYTEE",True,Undefined
206,BON ÉTAT,SUPERDRY,2022-04-09,TEE SHIRT SUPERDRY T S,3.0,BON ETAT,False,Fashion
207,TRÈS BON ÉTAT,STAR WARS,2022-04-09,TEE SHIRT STAR WARS,1.0,EXCELLENT ÉTAT,False,Undefined
208,BON ÉTAT,HARD ROCK CAFÉ,2022-04-09,TEE SHIRT HARD ROCK CAFÉ 12 ANS,2.0,BON ETAT,False,Undefined
209,BON ÉTAT,DECATHLON,2022-04-09,HAUT DE SPORT DECATHLON,1.0,BON ETAT,False,Undefined
210,BON ÉTAT,KAPORAL,2022-04-09,TEE SHIRT KAPORAL TAILLE S,1.5,BON ETAT,False,FastFashion
211,TRÈS BON ÉTAT,LEVI'S,2022-04-03,T-SHIRT BLANC LEVIS,12.0,"PORTÉ QUELQUES FOIS, TRÈS BON ÉTAT",True,FastFashion
212,TRÈS BON ÉTAT,NIKE,2022-04-06,T-SHIRT NIKE,35.0,PORTÉ QUELQUES FOIS TISSU DE TRÈS BONNE QUALITÉ,True,FastFashion
213,TRÈS BON ÉTAT,MICHAEL KORS,2022-04-06,MICHAEL KORS T-SHIRT IN PAILLETTES,27.0,"MICHAEL KORS T-SHIRT IN PAILLETTES SUPPER BRILLANTE E PRATICA.
IDEALE PER UNA CERIMONIA OPPURE PER UNA SERATA.
TAGLIA S VESTE UNA 40IT E UNA 42IT CHE CORRISPONDE AD UNA 36EU E 38EU.",True,Undefined
214,TRÈS BON ÉTAT,NIKKIE,2022-04-03,ZWART NIKKIE T-SHIRT MAAT 32,20.0,ZO GOED ALS NIEUW !!,True,Undefined
215,TRÈS BON ÉTAT,LEE COOPER,2022-04-03,T SHIRT COL V LEE COOPER,6.0,"T SHIRT COL V LEE COOPER 
TAILLE : S 
COLORIS : ROUGE BORDEAUX 
MATIÈRE : 100 % COTON 
TRÈS BON ÉTAT",True,Undefined
216,NEUF AVEC ÉTIQUETTE,AIRNESS,2022-04-02,T-SHIRT AIRNESS,12.99,T-SHIRT IMPRIMER AIRNESS NEUF PORTE ENCORE ÉTIQUETTE JAMAIS PORTÉ TAILLE S,True,FastFashion
217,TRÈS BON ÉTAT,JORDAN,2022-04-05,T-SHIRT JORDAN,20.0,"PORTE TRÈS PEU DE FOIS CAR TROP PETIT, LE SYMBOLE JORDAN S’EN VA SUR LA MANCHE GAUCHE (VOIR PHOTO) HORMIS CE DÉTAIL CE T-SHIRT EST IMPECCABLE. TAILLE L MAIS TAILLE PLUS PETIT.",True,Fashion
218,TRÈS BON ÉTAT,LEE COOPER,2022-04-03,T SHIRT COL V LEE COOPER,6.0,"T SHIRT COL V LEE COOPER 
TAILLE : S 
COLORIS : NOIR GRIS 
MATIÈRE : 100% COTON 
TRÈS BON ÉTAT",True,Undefined
219,TRÈS BON ÉTAT,NIKE,2022-04-09,T-SHIRT NIKE,22.0,"TAILLE : S 
COULEUR : VERT/KAKI 
MARQUE : NIKE",True,FastFashion
220,TRÈS BON ÉTAT,GALERIES LAFAYETTE,2022-04-09,T-SHIRT,5.5,TRÈS PEU PORTÉ EN TRÈS BON ÉTAT. TAILLE L MARQUE GALERIE LAFAYETTE. AISSELLES AISSELLES 49 CM LONGUEUR 65 CM. N’HÉSITEZ PAS À FOUILLER DANS MON DRESSING POUR PLUS DE CHOIX.,True,Undefined
221,TRÈS BON ÉTAT,SUPREME,2022-04-09,T-SHIRT SUPREME,80.0,"JE VENDS CE T-SHIRT SUPREME, ACHETÉ EN 2009 À TOKYO. TRÈS PEU PORTÉ, ÉTAT IMPECCABLE.

TAILLE M. 90% COTON, 10% POLYESTER. MADE IN USA.",True,UltraFashion
222,NEUF SANS ÉTIQUETTE,ZEILLO PARIS,2022-04-02,T-SHIRT ROUGE COQUELICOT,15.0,"T-SHIRT ROUÉE COQUELICOT NEUF TAILLE S 
EXISTE EN M ET L",True,Undefined
223,NEUF AVEC ÉTIQUETTE,NIKE,2022-03-21,NIKE ANIME T-SHIRT,29.9,"NIKE DESIGN WHITE T-SHIRT

⭐️ NEW WITH TAGS ON

⭐️ SIZE MEDIUM

⭐️ NEVER WORN",True,FastFashion
224,NEUF SANS ÉTIQUETTE,TOMMY HILFIGER,2022-04-09,T-SHIRT TOMMY HILFIGER,25.0,"PORTER 1 FOIS 
✅QUE PAR MONDIAL RELAY ✅",True,FastFashion
225,NEUF SANS ÉTIQUETTE,RALPH LAUREN,2022-03-24,CANDIDA T-SHIRT DONNA RALPH LAUREN CON STRASS DORATI🌹,30.0,"SPLENDIDA T-SHIRT RALPH LAUREN CON LOGO CENTRALE FATTO DI PICCOLISSIMI STRASS , COTONE 100%",True,Fashion
226,TRÈS BON ÉTAT,COLOURFUL REBEL,2022-04-09,T-SHIRT WIT MET TEKST COLOURFUL REBEL,5.0,"STOER EN SPEELS T -SHIRT MET TEKST EN NEON KLEUREN.
MAAT S
COLOURFUL REBEL",True,Undefined
227,NEUF AVEC ÉTIQUETTE,EA7 EMPORIO ARMANI,2022-04-09,T SHIRT EMPORIO ARMANI NOVA,30.0,"T SHIRT AZUL NAVY, COM SÍMBOLO ESTAMPADO À ESQUERDA.
GOLA REDONDA.",True,Undefined
228,TRÈS BON ÉTAT,RALPH LAUREN,2022-03-24,T-SHIRT RALPH LAUREN BLEU MARINE,19.0,"T-SHIRT RALPH LAUREN BLEU MARINE 

TAILLE : L


MESURES À PLAT : 

- LONGUEUR : 75CM
- ÉPAULE À ÉPAULE : 50CM
- AISSELLE À AISSELLE : 55M








TEP-2


#TSHIRT #ETE #SUMMER #TSHIRTETE #TSHIRTSUMMER #TENDANCE #TSHIRTTENDANCE #VINTAGE #TSHIRTVINTAGE #BF_TSHIRT #FASHION #MODE",True,Fashion
229,TRÈS BON ÉTAT,KAPORAL,2022-04-09,T-SHIRT KAPORAL TAILLE S BLANC AVEC MOTIF,15.0,"PORTÉ 5 À 10 FOIS, EN TRÈS BONNE ÉTAT.
PAYÉ 25 EUROS
#SKULL #CRÂNE",True,FastFashion
230,NEUF SANS ÉTIQUETTE,WOOLRICH,2022-04-01,DONKERBLAUW T-SHIRT VAN WOOLRICH,40.0,IK HEB DIT T-SHIRT VOOR ZOVER IK WEET NOG MAAR 1 KEER GEDRAGEN. DIT BETREFT DUS EEN ZO GOED ALS NIEUW T-SHIRT.,True,Undefined
231,TRÈS BON ÉTAT,GUESS,2022-03-30,T-SHIRT GUESS,20.0,"⚡️T-SHIRT A MANICHE CORTE NERA GUESS
⚡️INDOSSATA POCHE VOLTE
⚡️CON APPLICAZIONI IN SWAROVSKI 
⚡️PAGATA 50€
⚡️LOGO SUL LATO POSTERIORE",True,Undefined
232,TRÈS BON ÉTAT,ZARA,2022-04-02,ZARA HEREN/MEN T-SHIRT MOVIE DRIVE MAAT S,2.0,"MERK/BRAND: ZARA
MAAT/SIZE: S
CONDITIE/CONDITION: GOED/GOOD
PRIJS/PRICE: €2",True,FastFashion
233,NEUF SANS ÉTIQUETTE,STÜSSY,2022-04-09,T SHIRT,35.0,"INDOSSATA 2 VOLTE, TAGLIA S MA VESTE UN PO’ 
OVERSIZE",True,Undefined
234,TRÈS BON ÉTAT,STRADIVARIUS,2022-04-03,T-SHIRT VAN STRADIVARIUS,2.0,AMPER GEDRAGEN,True,Undefined
235,TRÈS BON ÉTAT,WEEKEND MAX MARA,2022-04-09,SMANICATO WEEKEND BY MAX MARA,20.0,"SMANICATO, LEGGERO",False,Undefined
236,NEUF SANS ÉTIQUETTE,INTIMISSIMI,2022-04-04,CANOTTA INTIMISSIMI,10.0,"NUOVA 
MAGLIETTA LUNGA CON PIZZO",False,Undefined
237,TRÈS BON ÉTAT,GOLA,2022-04-09,T-SHIRT UOMO GOLA,5.0,"MAGLIETTA CON STAMPA, INDOSSATA POCHE VOLTE",True,Undefined
238,TRÈS BON ÉTAT,GEOX,2022-03-28,PIUMINO GEOX,70.0,"GEOX W CHLOO PARKA DONNA, COME NUOVO, INDOSSATO POCHE VOLTE, ARANCIONE, CON PELO STACCABILE",False,FastFashion
239,TRÈS BON ÉTAT,MANDARINA DUCK,2022-04-09,BORSA MANDARINA DUCK,45.0,BORSA INDOSSATA POCHISSIME VOLTE,False,Undefined
240,NEUF AVEC ÉTIQUETTE,AKÈ,2022-03-31,T-SHIRT AKÈ,15.0,T-SHIRT NUOVA TAGLIA M AKÈ,True,Undefined
241,TRÈS BON ÉTAT,CAMAÏEU,2022-04-09,T-SHIRT CAMAÏEU,2.0,T-SHIRT GRIS CAMAÏEU ÉCRIT ÉLÉGANTE. PLUS LONG DERRIÈRE QUE DEVANT. PLUS D'ÉTIQUETTE MIS CORRESPOND À UN TAILLE 42-44.,True,FastFashion
242,TRÈS BON ÉTAT,NIKKIE,2022-04-03,ZWART GOUD NIKKIE T-SHIRT MAAT 32,20.0,1 KEER GEDRAGEN DUS SUPER GOEDE STAAT !,True,Undefined
243,TRÈS BON ÉTAT,RALPH LAUREN,2022-04-02,T-SHIRT RALPH LAUREN,24.0,"T-SHIRT RALPH LAUREN

-》TAILLE S MAIS CORRESPOND PLUS À UN XS
-》TRÈS BON ÉTAT, PETITS DÉFAUTS (PHOTO 6 ET 7)
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN 24/48 H MAXIMUM 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#RALPHLAUREN",True,Fashion
244,TRÈS BON ÉTAT,TOMMY HILFIGER,2022-04-03,T-SHIRT TOMMY HILFIGER T 176 CM,10.0,"PORTÉ MAIS ENCORE EN TRÈS BON ÉTAT 
PAS DE TACHES NI D’ACCROCS",True,FastFashion
245,NEUF SANS ÉTIQUETTE,BERSHKA,2022-03-28,T-SHIRT JUSTA,3.5,T-SHIRT BERSHKA PRETA COM DETALHES VERMELHOS DE PEQUENAS CEREJAS,True,FastFashion
246,TRÈS BON ÉTAT,LEE,2022-04-03,🆒 LEE JEANS T-SHIRT 👕 VINTAGE 🆒,12.0,"LEE JEANS T-SHIRT 👕 VINTAGE
QUALIDADE LEE👌👌👌
LOGO BORDADO
TAMANHO M
MICRO RISCA - EFEITO LISO
🆒 LOOK!
SUPER EFEITO AZUL-CINZA-BEJE.
USADO ALGUMAS VEZES. 
DEIXOU DE SERVIR 😭
🔝🔝🔝
2 MINI RACHAS LATERAIS 🆒🆒🆒",True,Undefined
247,NEUF AVEC ÉTIQUETTE,PETIT BATEAU,2022-04-09,LOT DE 3 T-SHIRT PETIT BATEAU,20.0,LOT DE 3 T-SHIRT MANCHES COURTES PETIT BATEAU TAILLE 12 ANS 100 % COTON,True,Undefined
248,NEUF SANS ÉTIQUETTE,JACK & JONES,2022-04-02,LEBRON JAMES T-SHIRT JACK&JONSON,16.0,"QUESTA T-SHIRT MI È STATA REGALATA, MA NON L'HO MAI INDOSSATA PERCHÉ NON CORRISPONDE ALLA MIA TAGLIA.",True,Undefined
249,TRÈS BON ÉTAT,LACOSTE,2022-04-02,T-SHIRT LACOSTE,28.0,"T-SHIRT LACOSTE

-》TAILLE S
-》TRÈS BON ÉTAT ET SANS AUCUN DÉFAUT
-》TOUT MES VÊTEMENTS SONT AUTHENTIQUES
-》ENVOI RAPIDE EN 24/48 H MAXIMUM 🚚 
-》N'HÉSITEZ PAS À VENIR EN MP POUR FAIRE DES LOTS ✅ 

JE RESTE DISPONIBLE, N'HÉSITEZ PAS 😊 

#ALAMODE #CHIC #TENDANCE #FRIPERIEENLIGNE #FRIPERIE
#LACOSTE",True,Fashion
250,NEUF SANS ÉTIQUETTE,CLASSIQUE,2022-04-03,T-SHIRT MANCHES LONGUES AVEC MITAINES,22.95,"COL RAS DU COU 
MANCHES LONGUES 
COUPE CLASSIQUE 
MODÈLE UNISEXE

ENTRETIEN : LAVAGE EN MACHINE, SUIVRE LES INSTRUCTIONS SUR L’ÉTIQUETTE D’ENTRETIEN 
MATIÈRE : 100% COTON 
REPASSER À L’ENVERS ET ÉVITER DE REPASSER SUR LES PARTIES FLOQUÉS",True,Undefined
251,TRÈS BON ÉTAT,KENZO,2022-04-03,T-SHIRT KENZO ROUGE,20.0,"T-SHIRT KENZO
ROUGE
ÉLÉPHANT
TRÈS BON ÉTAT 
AUTHENTIQUE",True,UltraFashion
252,NEUF AVEC ÉTIQUETTE,LEVI'S,2022-04-09,T-SHIRT LEVIS 16 EUR PDT 1 HEURE,16.0,"BLANC , TAILLE S NEUF AVEC ÉTIQUETTE. VALEUR MAGASIN 35 EUR . #LEVIS #LEVISVINTAGE #LEVISTRAUSS #LEVISJEANS #TSHIRTLEVIS",True,FastFashion
253,TRÈS BON ÉTAT,BLUE SEVEN,2022-04-02,LOT 3 T-SHIRT BLUE SEVEN,7.0,"TBE, SAUF LE BLANC QUI BOULOCHE UN PEU.

🏵️ AYANT DES JUMELLES ET DONC BEAUCOUP DE VÊTEMENTS, N'HÉSITEZ PAS À UTILISER LES #, VISIBLES SUR MON PROFIL, POUR ALLER DIRECTEMENT SUR LES DIFFÉRENTES TAILLES 🏵️

#LATIFAVAT12MOIS",True,Undefined
254,NEUF SANS ÉTIQUETTE,nan,2022-04-06,T-SHIRT JUJUTSU KAISEN PINTADA Á MÃO,15.0,"T-SHIRT NUNCA USADA, PINTADA Á MÃO",True,Undefined
255,TRÈS BON ÉTAT,TOMMY HILFIGER,2022-04-04,T-SHIRT TOMMY HILFIGER NOIR,15.0,"T-SHIRT TOMMY HILFIGER NOIR 

TAILLE : XL


MESURES À PLAT : 

- LONGUEUR : 81CM
- ÉPAULE À ÉPAULE : 51CM
- AISSELLE À AISSELLE : 56CM








TES-1


#TSHIRT #ETE #SUMMER #TSHIRTETE #TSHIRTSUMMER #TENDANCE #TSHIRTTENDANCE #VINTAGE #TSHIRTVINTAGE #BF_TSHIRTS #MODE",True,FastFashion
256,NEUF SANS ÉTIQUETTE,RALPH LAUREN,2022-04-09,T-SHIRT RALPH LAUREN CAP,30.0,"T-SHIRT CAPUCHE LONGUE MANCHE 
RALPH LAUREN 
COULEUR VERT BOUTEILLE 
TAILLE XXL
TRÈS BON ÉTAT MIS 1 FOIS",True,Fashion
257,TRÈS BON ÉTAT,IZAC,2022-04-09,T-SHIRT BLANC IMPRIMÉ,8.5,TAILLE CORRECTEMENT,True,Undefined
258,TRÈS BON ÉTAT,HARD ROCK CAFÉ,2022-04-04,T-SHIRT HARD ROCK CAFÉ NOIR,15.0,"T-SHIRT HARD ROCK CAFÉ NOIR

TAILLE : L


MESURES À PLAT : 

- LONGUEUR : 74CM
- ÉPAULE À ÉPAULE : 49CM
- AISSELLE À AISSELLE : 52CM








TES-10


#TSHIRT #ETE #SUMMER #TSHIRTETE #TSHIRTSUMMER #TENDANCE #TSHIRTTENDANCE #VINTAGE #TSHIRTVINTAGE #BF_TSHIRTS #MODE0",True,Undefined
259,NEUF SANS ÉTIQUETTE,nan,2022-04-04,ROZE T-SHIRT MET TEKST,5.0,"ROZE T-SHIRT MET KORTE MOUWEN, MAAT 158-164",True,Undefined
260,TRÈS BON ÉTAT,MONCLER,2022-04-09,T-SHIRT MONCLER,20.0,"T-SHIRT MONCLER TG. M. VESTE ADERENTE. ADATTO AD UNA S. 
#MONCLER #TSHIRT",True,Undefined
261,TRÈS BON ÉTAT,HARD ROCK CAFÉ,2022-04-04,T-SHIRT HARD ROCK CAFÉ ROSE,15.0,"T-SHIRT HARD ROCK CAFÉ ROSE

TAILLE : L


MESURES À PLAT : 

- LONGUEUR : 65CM
- ÉPAULE À ÉPAULE : 42CM
- AISSELLE À AISSELLE : 47CM








TES-12


#TSHIRT #ETE #SUMMER #TSHIRTETE #TSHIRTSUMMER #TENDANCE #TSHIRTTENDANCE #VINTAGE #TSHIRTVINTAGE #BF_TSHIRTS #MODE",True,Undefined
