,ÉTAT,NOMBRE DE VUES,EMPLACEMENT,MARQUE,TAILLE,AJOUTÉ,nom,prix,description
221,BON ÉTAT,3,"ROUEN, FRANCE",KIABI ,M,2022-04-04 16:40:18.405013,Pull col roulé,4.0,"Pull col roulé, maille fine, noir"
222,BON ÉTAT,31,"PARIS, FRANCE",RALPH LAUREN ,L,2022-04-04 15:40:18.405015,Col roulé bleu ciel ralph Lauren L femme,2.0,"Col roulé en coton bleu ciel ralph Lauren femme 
Taille L 
Bon état"
223,NEUF AVEC ÉTIQUETTE,2,"MIDDELKERKE, BELGIQUE / BELGIË",BARBERINI ,XL,2022-04-04 18:40:18.405018,Trui rolkraag blauw Andrea Barberini zowel voor dames als heren,6.0,Zachte losse trui met rolkraag 6o% malle 15% agitatie 5 % cashmere en 20 % nylon. Splinternieuw nog in originele plastiek
224,TRÈS BON ÉTAT,7,FRANCE,RALPH LAUREN ,S,2022-04-04 18:40:18.405020,Ralph Lauren : pull à col zippé sur le côté bleu marine,15.0,"Authentique, vous avez les photos qui vous permettent de voir l'article et toutes les preuves de la marque.Un classique.
Le col peut être relevé, plié, dezippé .
Envoi possible. 
Modèle homme mais je le portais."
225,BON ÉTAT,3,"TRÉMÉLOIR, FRANCE",JULES ,M,2022-04-04 17:56:18.405023,Pull torsade,5.0,Pull à col roulé
226,TRÈS BON ÉTAT,1,"CHAPELLE-LEZ-HERLAIMONT, BELGIQUE / BELGIË",HUGO BOSS ,S,2022-04-04 18:15:18.405025,Pull col roulé,15.0,Peu porté
227,TRÈS BON ÉTAT,1,"LEVALLOIS-PERRET, FRANCE",CASUAL FRIDAY ,L,2022-04-04 15:40:18.405028,Pull casual friday noir,7.0,peu porté
228,TRÈS BON ÉTAT,2,FRANCE,PETROL INDUSTRIES ,L,2022-04-04 18:40:18.405030,Gillet homme,4.0,"Porté quelques fois, taille unique homme"
229,TRÈS BON ÉTAT,1,"ANCONA, ITALIA",MURPHY & NYE ,S,2022-04-04 18:40:18.405032,Maglia Murphy,8.0,Maglia in cotone Murphy taglia S
230,TRÈS BON ÉTAT,2,"AMIENS, FRANCE",JACK & JONES ,M,2022-04-04 15:40:18.405035,Pull homme taille M,6.0,"bonjour 
je vends mon pull jack&jones 
taille M"
231,BON ÉTAT,1,ESPAÑA,STRADIVARIUS ,S,2022-04-04 16:40:18.405037,Jersey de Stradivarius,3.0,talla S
232,BON ÉTAT,2,"CASINALBO, ITALIA",IMPERIAL ,S,2022-04-04 18:40:18.405040,Maglione blu con fulmine rosso-Imperial,20.0,"vendo per inutilizzo, usato poche volte"
233,NEUF SANS ÉTIQUETTE,1,"BESSIÈRES, FRANCE",CELIO ,S,2022-04-04 18:24:18.405042,Pull celio,4.5,très peu porté
234,NEUF AVEC ÉTIQUETTE,1,"MIDDELKERKE, BELGIQUE / BELGIË",BARBERINI ,L,2022-04-04 18:40:18.405044,Grijsblauwe dames/herentrui rolkraag Andrea Barberini,6.0,Splinternieuwe losse grijsblauwe trui met rolkraag van Andrea Barberini. Zowel voor dames als heren. Maat L. Zit nog in de originele verpakking
235,TRÈS BON ÉTAT,1,"LIDO DI IESOLO, ITALIA",CLAYTON ,M,2022-04-04 18:30:18.405047,Maglione Dolcevita nero,3.0,"indossato solo una volta, veste un po piccolo"
236,NEUF SANS ÉTIQUETTE,2,"DORDRECHT, NEDERLAND",PRIMARK ,L,2022-04-04 18:40:18.405049,Grijze col trui,5.0,Nog nooit aangehad.
237,NEUF SANS ÉTIQUETTE,2,"HOENSBROEK, NEDERLAND",ALESSA ,L,2022-04-04 18:40:18.405054,Donkerblauwe coltrui,5.0,"Donkerblauwe coltrui. Nooit gedragen.
Heeft een wat bredere hals. Maat 40/42."
238,BON ÉTAT,6,FRANCE,LEVI'S ,L,2022-04-04 16:40:18.405056,Gilet homme,9.99,Porté
239,TRÈS BON ÉTAT,3,"SERRAVALLE PISTOIESE, ITALIA",NOBRAND ,XL,2022-04-04 16:40:18.405059,Maglione panna,10.0,indossato quasi mai
240,BON ÉTAT,67,FRANCE,CHALLENGER ,L,2022-04-04 18:40:18.405061,Pull hiver,1.2,"Bon état 
#hommeL_claire4086"
241,BON ÉTAT,31,FRANCE,EXTENSO ,S,2022-04-04 18:40:18.405064,Pull un extenso,1.0,"Bon etat
#hommeS_claire4086"
242,BON ÉTAT,332,FRANCE,MISSLOOK ,M / 38 / 10,2022-04-04 18:40:18.405066,Pantalon coton,2.5,"Bon état 
#femme38_claire4086"
243,BON ÉTAT,59,FRANCE,NINTENDO SWITCH ,,2022-03-30 18:40:18.405069,Lego jurassic world,25.0,"Bon état 
Jeu de Nintendo switch"
244,TRÈS BON ÉTAT,141,FRANCE,,85B,2022-04-04 18:40:18.405071,Guêpière,4.5,"Porté une fois
#femme85b_claire4086"
245,BON ÉTAT,2,"MULHOUSE, FRANCE",FRED PERRY ,S,2022-04-04 15:40:18.405074,Pull col montant Fred Perry,13.0,Pull col montant noir Fred Perry.
246,TRÈS BON ÉTAT,298,"BORDEAUX, FRANCE",AMI ,L,2022-03-17 18:40:18.405077,Col Roulé AMI,280.0,Col Roulé AMI en parfait état
247,TRÈS BON ÉTAT,2,ITALIA,ONLY & SONS ,S,2022-04-04 14:40:18.405079,Maglione a collo alto only e sons,30.0,"vendo maglione a collo alto grigio scuro, acquistato su zalando e indossato una volta. condizioni pari al nuovo, per ulteriori foto contattare in privato."
248,BON ÉTAT,3,"ROTTERDAM, NEDERLAND",ADIDAS ,XXL,2022-04-04 18:40:18.405082,Witte Adidas trui,12.5,Mooie witte Adidas trui met groene opdrukking adidas amper gedragen
249,TRÈS BON ÉTAT,1,"PARTHENAY, FRANCE",MARC ANTHONY ,L,2022-04-04 15:40:18.405084,Haut Marc Anthony taille L,5.0,"Haut manches longues, petit col, vert/bleu"
250,NEUF SANS ÉTIQUETTE,3,"PONTE SAN NICOLO', ITALIA",DEFACTO ,XXXL,2022-04-04 15:40:18.405087,Maglioncino in cashmere,5.0,"Maglioncino girocollo in cashmere tricot,Verde military,tg 3xl ma veste tgL, nuovo,solo lavato,mai indossato per taglia errata"
251,TRÈS BON ÉTAT,3,"ANTWERPEN, BELGIQUE / BELGIË",FILA ,L,2022-04-04 15:40:18.405089,Turtleneck Fila,45.0,Weinig gedragen zwarte coltrui van Fila
252,NEUF SANS ÉTIQUETTE,9,"CAEN, FRANCE",,M,2022-04-04 18:40:18.405092,Pull col roulé,7.0,Pull col roulé
253,TRÈS BON ÉTAT,2,"UCCLE, BELGIQUE / BELGIË",MEXX ,L,2022-04-04 14:40:18.405094,Pull homme Mexx,5.0,Bon état
254,NEUF AVEC ÉTIQUETTE,4,"FAVEROLLES-ET-COËMY, FRANCE",ZARA ,L,2022-04-04 16:40:18.405097,Pull col roulé,20.0,Pull col roulé blanc Zara jamais porté (cadeau de Noël).
255,TRÈS BON ÉTAT,6,"SAINT-CYR-SUR-MER, FRANCE",RALPH LAUREN ,M,2022-04-04 16:40:18.405100,Pull Ralph Lauren,35.0,"Pull Ralph Lauren à col roulé, qui n'attend que d'être porté ! 
Il est en très bon état :)

T’es intéressé(e) ? Viens dans mes dm directement ! ✉️
On pourra discuter du prix tranquillement, et puis, si t’as des questions, je serai là pour toi ! 😉 

J’envoie le plus rapidement possible ! 📦

Taille M Homme, couleur gris foncé"
256,TRÈS BON ÉTAT,5,"PARIS, FRANCE",VINTAGE ,L,2022-04-04 16:40:18.405103,Pull col haut,30.0,"pull à col haut, fermeture éclaire, cotelé"
257,TRÈS BON ÉTAT,2,FRANCE,QUIKSILVER ,M,2022-04-04 18:17:18.405106,Pull Quiksilver,4.0,Pull Quiksilver homme
258,TRÈS BON ÉTAT,9,ESPAÑA,ZARA ,S,2022-04-04 15:40:18.405108,Sudadera Zara,15.0,un uso
259,TRÈS BON ÉTAT,1,"LEDEGEM, BELGIQUE / BELGIË",RIVER WOODS ,M,2022-04-04 16:40:18.405111,NIEUW pull River Woods,12.99,NIEUW maat large maar valt als medium!!
260,TRÈS BON ÉTAT,4,"LAVAUR, FRANCE",DEVRED ,L,2022-04-04 14:40:18.405113,Pull laine col roulé devred,5.0,Pull en laine col roulé couleur gris taille L
261,BON ÉTAT,4,"ROTTERDAM, NEDERLAND",ADIDAS ,XXL,2022-04-04 18:40:18.405116,Witte Adidas trui,12.5,Mooie witte Adidas trui met groene opdrukking adidas amper gedragen
262,TRÈS BON ÉTAT,2,"PARTHENAY, FRANCE",MARC ANTHONY ,L,2022-04-04 15:40:18.405118,Haut Marc Anthony taille L,5.0,"Haut manches longues, petit col, vert/bleu"
263,NEUF SANS ÉTIQUETTE,4,"PONTE SAN NICOLO', ITALIA",DEFACTO ,XXXL,2022-04-04 15:40:18.405121,Maglioncino in cashmere,5.0,"Maglioncino girocollo in cashmere tricot,Verde military,tg 3xl ma veste tgL, nuovo,solo lavato,mai indossato per taglia errata"
264,TRÈS BON ÉTAT,4,"ANTWERPEN, BELGIQUE / BELGIË",FILA ,L,2022-04-04 15:40:18.405123,Turtleneck Fila,45.0,Weinig gedragen zwarte coltrui van Fila
265,NEUF SANS ÉTIQUETTE,10,"CAEN, FRANCE",,M,2022-04-04 18:40:18.405126,Pull col roulé,7.0,Pull col roulé
266,TRÈS BON ÉTAT,3,"UCCLE, BELGIQUE / BELGIË",MEXX ,L,2022-04-04 14:40:18.405128,Pull homme Mexx,5.0,Bon état
267,NEUF AVEC ÉTIQUETTE,5,"FAVEROLLES-ET-COËMY, FRANCE",ZARA ,L,2022-04-04 16:40:18.405131,Pull col roulé,20.0,Pull col roulé blanc Zara jamais porté (cadeau de Noël).
268,TRÈS BON ÉTAT,7,"SAINT-CYR-SUR-MER, FRANCE",RALPH LAUREN ,M,2022-04-04 16:40:18.405134,Pull Ralph Lauren,35.0,"Pull Ralph Lauren à col roulé, qui n'attend que d'être porté ! 
Il est en très bon état :)

T’es intéressé(e) ? Viens dans mes dm directement ! ✉️
On pourra discuter du prix tranquillement, et puis, si t’as des questions, je serai là pour toi ! 😉 

J’envoie le plus rapidement possible ! 📦

Taille M Homme, couleur gris foncé"
269,TRÈS BON ÉTAT,24,BELGIQUE / BELGIË,TERANCE KOLE ,XL,2022-04-04 18:40:18.405136,Tres joli pull col roule taille Xl,4.99,Tres bon état
270,BON ÉTAT,12,BELGIQUE / BELGIË,C&A ,S,2022-04-04 18:40:18.405138,Superbe pull col roule,3.49,Bon état général
271,NEUF SANS ÉTIQUETTE,302,BELGIQUE / BELGIË,F.R.I.E.N.D.S ,L / 40 / 12,2022-04-04 18:40:18.405141,Tee-shirt léger matière douce elasthane motif friends,7.99,Neuf/ impeccable jamais porte
272,NEUF AVEC ÉTIQUETTE,159,BELGIQUE / BELGIË,HARRY POTTER ,L,2022-04-04 18:40:18.405143,Superbe tee shirt harry potter neuf,14.45,Impeccable
273,NEUF AVEC ÉTIQUETTE,113,BELGIQUE / BELGIË,MARVEL ,TAILLE UNIQUE,2022-04-04 18:40:18.405145,Pop Ulysses Klaue 387/ figurine a tête branlante,8.99,Neuf/ impeccable en boîte non ouverte
274,TRÈS BON ÉTAT,6,"PARIS, FRANCE",VINTAGE ,L,2022-04-04 16:40:18.405148,Pull col haut,30.0,"pull à col haut, fermeture éclaire, cotelé"
275,TRÈS BON ÉTAT,3,FRANCE,QUIKSILVER ,M,2022-04-04 18:16:18.405150,Pull Quiksilver,4.0,Pull Quiksilver homme
276,TRÈS BON ÉTAT,10,ESPAÑA,ZARA ,S,2022-04-04 15:40:18.405153,Sudadera Zara,15.0,un uso
277,TRÈS BON ÉTAT,2,"LEDEGEM, BELGIQUE / BELGIË",RIVER WOODS ,M,2022-04-04 16:40:18.405156,NIEUW pull River Woods,12.99,NIEUW maat large maar valt als medium!!
278,TRÈS BON ÉTAT,5,"LAVAUR, FRANCE",DEVRED ,L,2022-04-04 14:40:18.405158,Pull laine col roulé devred,5.0,Pull en laine col roulé couleur gris taille L
279,BON ÉTAT,4,"PARIS, FRANCE",DOLCE & GABBANA ,S,2022-04-04 15:40:18.405161,pull Dolce & Gabbana,40.0,"Bon état 
Joli gris"
280,BON ÉTAT,3,"ALÈS, FRANCE",JULES ,L,2022-04-04 15:40:18.405163,col roulé jule,5.0,"Étiquette coupé
Peu porté
Acheté il y a 3 mois"
281,NEUF SANS ÉTIQUETTE,1,"GETAFE, ESPAÑA",ASOS ,M,2022-04-04 18:40:18.405166,Sudadera cuello alto slim fit,12.0,"sudadera talla M, color verde turquesa. Usada solo 1 vez"
282,BON ÉTAT,2,"KOUDEKERK AAN DEN RIJN, NEDERLAND",TOMMY HILFIGER ,L,2022-04-04 18:16:18.405168,Tommy Hilfiger trui maat large,10.0,Super leuk
283,TRÈS BON ÉTAT,1,"STANDDAARBUITEN, NEDERLAND",WE FASHION ,S,2022-04-04 18:40:18.405170,Zwarte beige streep col truitje,8.0,Ik weet het merk niet zeker maakt dacht de WE.
284,NEUF SANS ÉTIQUETTE,10,"VENEZIA, ITALIA",VINCE OTTO ,S,2022-04-04 18:40:18.405173,maglione corto primaverile azzurro,4.0,mai mai indossato. Ha uno scollo a V davanti
285,TRÈS BON ÉTAT,1,"SALLES-SUR-MER, FRANCE",DEVRED ,S,2022-04-04 14:40:18.405175,Pull noir Devred homme,5.0,"Pull noir pour homme, bandes grises sur les épaules. Taille S, marque Devred 1902. Très bon état."
286,TRÈS BON ÉTAT,1,"PARIS, FRANCE",CELIO ,L,2022-04-04 16:40:18.405177,Pull à col roule Celio,8.0,"Pull à col roule en très bon état. Confortable, matière douce et agréable. Taille parfaitement."
287,NEUF SANS ÉTIQUETTE,1,"JEREZ DE LA FRONTERA, ESPAÑA",ZARA ,M,2022-04-04 18:18:18.405180,Cuello alto,6.0,Me queda pequeño
288,NEUF SANS ÉTIQUETTE,3,FRANCE,ESPRIT ,L,2022-04-04 15:40:18.405183,Pull col roulé Esprit,8.0,"Pull col roulé Esprit, jamais porté juste mis à la machine, taille L. 

100% coton."
289,BON ÉTAT,1,FRANCE,CBK ,XL,2022-04-04 15:40:18.405185,Sous pull,2.0,Sous pull
290,NEUF SANS ÉTIQUETTE,2,"BRUXELLES, BELGIQUE / BELGIË",COLLUSION ,L,2022-04-04 15:40:18.405188,Col roule orange,7.0,jamais porté
291,BON ÉTAT,1,FRANCE,CBK ,XL,2022-04-04 15:40:18.405190,Sous pull,2.0,Vetement chaud
292,TRÈS BON ÉTAT,2,BELGIQUE / BELGIË,BOUTIQUE INDÉPENDANTE ,L,2022-04-04 16:40:18.405193,Pull homme,6.0,Pull homme taille L en très bon état
293,BON ÉTAT,1,"MAXÉVILLE, FRANCE",YOURTURN ,S,2022-04-04 15:40:18.405195,Pull col roulé gris chiné,5.0,pull col roulé gris chiné manche longues
294,TRÈS BON ÉTAT,1,"ROCHEFORT-DU-GARD, FRANCE",ZARA ,M,2022-04-04 16:40:18.405198,Pull col roulé Zara,20.0,"très bon état 
pas de défaut"
295,TRÈS BON ÉTAT,7,"ALTESSANO, ITALIA",TOMMY HILFIGER ,XS,2022-04-04 18:40:18.405200,Maglia dolcevita Tommy Hilfiger,15.0,"vendo maglia a maniche lunghe dolcevita da donna, marcata Tommy Hilfiger taglia XS/S
buona vestibilità, morbida e con colletto alto 
vendo per inutilizzo"
296,TRÈS BON ÉTAT,1,"ISSY-LES-MOULINEAUX, FRANCE",H&M ,M,2022-04-04 18:40:18.405202,pull gris,3.0,h&m incroyable
297,TRÈS BON ÉTAT,1,"TER AAR, NEDERLAND",EKSEPT ,M,2022-04-04 15:40:18.405205,Zwarte rib trui,2.0,zwarte rib trui
298,NEUF SANS ÉTIQUETTE,5,"SALERNO, ITALIA",MINIMAL ,XL,2022-03-25 18:40:18.405208,Collo alto minimal,35.0,nuovo con cartellino varie taglie
299,NEUF AVEC ÉTIQUETTE,1,"SALERNO, ITALIA",MINIMAL ,L,2022-03-25 18:40:18.405210,Collo alto minimal,35.0,nuovo varie taglie
300,NEUF AVEC ÉTIQUETTE,115,"SALERNO, ITALIA",LOVE MOSCHINO ,40,2022-04-04 18:40:18.405213,Stivale Love Moschino,100.0,"stivale love MOSCHINO

nuovi con scatola 
prezzo listino 380"
